beer_style,coeff
Astringency,-0.00010938558383613215
Body,0.0032379438606907553
Alcohol,0.003707757222152399
Bitter,0.002543991264165119
Sweet,-0.0017089545353923337
Sour,-0.0017147468173376017
Salty,0.05091642764853309
Fruits,0.003161906049401182
Hoppy,-0.004252923650048413
Spices,0.00040338582540703474
Malty,-0.0014438657118462216
