beer_style,coeff
Astringency,-0.010449327281309666
Body,-2.0887583652093485e-05
Alcohol,-0.008454953472611234
Bitter,0.004623504456360562
Sweet,-0.0023739791205902657
Sour,-0.008185831240086539
Salty,-0.017903617463906906
Fruits,0.013431234280949611
Hoppy,0.003342699809971125
Spices,0.005645034288338265
Malty,0.004743512913533027
