beer_style,coeff
Astringency,0.014151646423899043
Body,-0.0028293813465248632
Alcohol,0.0012810496264355398
Bitter,0.007905491682149806
Sweet,0.005279996693226529
Sour,-0.009853623364992643
Salty,-0.03276338798932744
Fruits,0.005525600854323363
Hoppy,-0.006244603954758779
Spices,6.41898731741402e-05
Malty,4.519760437446256e-05
