beer_style,coeff
Astringency,0.0011786963022891613
Body,0.004019120435213716
Alcohol,0.00373980162272581
Bitter,0.001333617468765965
Sweet,-0.0003907263648698701
Sour,0.0014981170420239574
Salty,-0.004410423184288792
Fruits,0.00010982895530008423
Hoppy,-0.0007343776102947839
Spices,-0.00020363482623614502
Malty,-0.0021335424861032275
