overall_step,Astringency
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
5.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
3.5,0.25301204819277107
4.0,0.25301204819277107
3.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
3.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
5.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
3.5,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.5,0.25301204819277107
5.0,0.25301204819277107
4.5,0.25301204819277107
4.0,0.25301204819277107
5.0,0.25301204819277107
4.0,0.25301204819277107
5.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.25301204819277107
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
3.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
3.0,0.14457831325301204
4.5,0.14457831325301204
3.5,0.14457831325301204
4.5,0.14457831325301204
3.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
3.5,0.14457831325301204
4.0,0.14457831325301204
4.5,0.14457831325301204
4.5,0.14457831325301204
4.0,0.14457831325301204
3.0,0.14457831325301204
3.5,0.14457831325301204
4.5,0.14457831325301204
3.5,0.14457831325301204
4.0,0.14457831325301204
4.5,0.14457831325301204
4.0,0.14457831325301204
3.5,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
3.5,0.14457831325301204
4.5,0.14457831325301204
4.0,0.14457831325301204
4.0,0.14457831325301204
3.5,0.14457831325301204
4.0,0.14457831325301204
3.5,0.14457831325301204
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
3.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
3.0,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
4.0,0.3373493975903614
3.0,0.3373493975903614
3.5,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
3.5,0.3373493975903614
3.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
3.0,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
3.5,0.3373493975903614
3.5,0.3373493975903614
4.5,0.3373493975903614
4.0,0.3373493975903614
4.5,0.3373493975903614
4.5,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
4.5,0.3373493975903614
4.0,0.3373493975903614
3.5,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
4.0,0.3373493975903614
