overall_step,Sour
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
5.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
3.5,0.021671826625386983
4.0,0.021671826625386983
3.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
3.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
5.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
3.5,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.5,0.021671826625386983
5.0,0.021671826625386983
4.5,0.021671826625386983
4.0,0.021671826625386983
5.0,0.021671826625386983
4.0,0.021671826625386983
5.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.021671826625386983
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
3.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
3.0,0.03405572755417956
4.5,0.03405572755417956
3.5,0.03405572755417956
4.5,0.03405572755417956
3.0,0.03405572755417956
4.0,0.03405572755417956
4.0,0.03405572755417956
3.5,0.03405572755417956
4.0,0.03405572755417956
4.5,0.03405572755417956
4.5,0.03405572755417956
4.0,0.03405572755417956
3.0,0.03405572755417956
3.5,0.03405572755417956
4.5,0.03405572755417956
3.5,0.03405572755417956
4.0,0.03405572755417956
4.5,0.03405572755417956
