week,score
1,-0.4717327241842334
2,-0.03036664151875763
3,0.24470441627433004
4,0.33700273061731806
5,0.14376092731739357
6,0.33628912373556213
7,0.19342924598844813
8,0.15586623954569054
9,0.4144867480850474
10,0.6170762230572531
11,0.057190390075953175
12,0.5780776352931458
13,0.42467768728688554
14,0.2560015895444038
15,0.255455275696403
16,0.43097269407873817
17,0.5511764647281534
18,0.19648242153800857
19,0.007099557394087404
20,0.4608144054404361
21,-0.9016515026243661
22,-0.30808669741981315
23,-0.2417011702573881
24,-0.3860083303708254
25,-0.3585190605792526
26,-0.44844482593238527
27,-0.8676538700136611
28,-1.1631609463571657
29,-1.1286023046738507
30,-1.1416311823442233
31,-1.0772146614773455
32,-1.2206574172149742
33,-0.9685357540177937
34,-1.3886335122264795
35,-1.312238952635694
36,-0.8872708367607387
37,-0.6703578399957302
38,-0.30324934072933507
39,-0.149098617841234
40,-0.7970721450808298
41,-0.5132629688052317
42,-0.42706279626548665
43,-0.19708264429972444
44,0.7614736152681453
45,0.5298632874662179
46,4.8725716771068175
47,1.846871791730333
48,1.5611158371916067
49,0.9624247858557413
50,0.9704188513404971
51,0.33558709949640336
52,-0.841318505968826
53,0.6997245284421877
