week,score
1,-0.2833101118218194
2,0.1782744043636492
3,0.8904714422681352
4,1.0440798272257334
5,0.6994237694652927
6,1.131735079865267
7,0.9710233772194183
8,1.1183087250412627
9,0.9754071705808189
10,0.9197212823462408
11,0.5081119558146696
12,0.8978844939804309
13,0.47517418009617624
14,0.16744039858936163
15,-0.23828644856629644
16,0.13773423050941092
17,0.1303560722623657
18,-0.16194032236931588
19,-0.4322156433101983
20,-0.6153352653914141
21,-0.6812248613542695
22,-0.33513116448426794
23,-0.7319828766187347
24,-0.7854077033520986
25,-0.5760226883560825
26,-0.4538427278641334
27,-1.0414453511381236
28,-0.8732906090949365
29,-1.1891708494974362
30,-1.4953469050292343
31,-1.2786665415999
32,-1.603900700708845
33,-1.0026459807039187
34,-0.7199424112927377
35,-0.7917045988668485
36,-0.7250865553747039
37,-1.153146200207629
38,-0.6624248434244315
39,-0.34186708315426106
40,-0.2395202845478939
41,-0.3033807340959303
42,-0.3361865865215526
43,-0.3781066581584295
44,0.20369854186095424
45,0.12339391900242148
46,4.26910906799405
47,1.0728315456278052
48,1.0225095834885656
49,1.3957703871941296
50,1.4136528628631
51,0.3810629031549561
52,-0.8431879024288513
53,0.14654538851930873
