week,score
1,0.5099705624442123
2,0.351951726002425
3,0.5989936505893088
4,0.7302932580448943
5,0.25165404505515626
6,0.13741225647251815
7,-0.24997289203497738
8,-0.3086817725955194
9,0.1527075114741422
10,0.33922951591357625
11,-0.5048074612850312
12,0.3702938514546536
13,0.8060616450151764
14,0.41853481671707127
15,-0.09414918966904957
16,0.19172691907915948
17,-0.004074513391530454
18,-0.38639109688226925
19,-0.5095682665508777
20,-0.7891969207850703
21,-0.8655059970340436
22,-0.6709692606485368
23,-1.0206677849096568
24,-0.9834242531034737
25,-0.10769071085288091
26,-0.9764421998958946
27,-0.974356000681952
28,-1.3996268953700857
29,-1.059156044914515
30,-0.9284683714964959
31,-1.0070952635148802
32,-0.5939609571878265
33,-0.9329070895688605
34,-1.4135553533884453
35,-1.3779563489846658
36,-0.6426612441154718
37,-0.14619922457639833
38,-0.16828255170288
39,0.12674095756367051
40,-0.2301963100981871
41,0.3756317222384166
42,-0.22192751765138538
43,-0.499261757541993
44,-0.189618490981136
45,0.23528080629689818
46,4.1412286308274275
47,2.0577754486548563
48,1.6474668339925655
49,1.1230661667032937
50,1.0217647282822377
51,0.5835915439869838
52,1.1652889400332131
53,1.9201062045715345
