week,score
1,-1.6000461688756673
2,-0.00741808914723461
3,-0.1860604865979103
4,0.15226357987891587
5,-0.05312660560552316
6,-1.146096871497898
7,-0.7693619432366688
8,-0.5680273653325492
9,-0.2755959788203269
10,-0.3815778534987541
11,-0.5028863766089847
12,0.03703308867165225
13,0.4973843700722957
14,0.12023729894886964
15,0.6579380433225239
16,0.7615725155871902
17,1.7062692247503541
18,0.13603047512614294
19,-0.2116750905093457
20,0.9427855585886816
21,-0.29020639599427367
22,0.6735838097988793
23,0.6486157895042799
24,0.01840924653002117
25,-0.8066143216949735
26,-0.5532887345474857
27,-0.4108946360269482
28,0.8429477887610921
29,-1.4739488272113936
30,-0.6744209082730486
31,0.215536712564786
32,-0.1989496572270195
33,-0.9896586609964004
34,-0.05023100084063447
35,-1.0138198086024486
36,0.4776379305851627
37,0.2634689924635837
38,0.6418148100941071
39,-0.2621186877695466
40,0.023825241792223343
41,-0.3946916739591585
42,0.5409308632908779
43,-0.7955379621556539
44,-1.247837050847975
45,-0.7365412838964809
46,3.903420151323964
47,1.8095198557449326
48,1.7491894821100322
49,0.35743867030782556
50,0.3876337665602287
51,-2.2165174758722204
52,-1.344709524359095
53,1.2213951350228955
