week,score
1,-1.5570614320113239
2,-1.4855341745109802
3,-1.4384220180294829
4,-0.28250920639721544
5,-1.4499003619122923
6,-1.0562394320852473
7,-1.1990993194643764
8,-0.5006882859045941
9,-0.2859406705477018
10,-0.8490693297296408
11,0.12250478921240299
12,0.6169339768292894
13,0.40453863959585257
14,0.44067478679462635
15,-0.39814889938605197
16,0.38873025960704377
17,0.5558592520714967
18,-0.17887796156822047
19,-0.453915849784094
20,0.42171041463014597
21,-0.9292941643452809
22,-0.6031412690043769
23,-0.8659790393900899
24,-0.7731171570475653
25,-0.2618317273330046
26,-1.042397162876555
27,-1.0578146063012395
28,-0.9768266547532054
29,-0.7157218176466231
30,-0.06662469892230796
31,-0.5124347564869512
32,-0.6411394200959746
33,0.43508270725525
34,0.5018380279292485
35,0.9907042052016419
36,0.729084436115728
37,1.63130943975272
38,1.997917524285626
39,2.7293043559878543
40,1.5900201901433129
41,2.1541709178073787
42,1.5539651373653873
43,0.9416899643882535
44,1.0389474652710995
45,0.4246579570863574
46,1.1761054696733402
47,0.35665915952943283
48,0.10096940555551988
49,-0.3601835448176659
50,-0.49932415809190484
51,-0.5161917424327014
52,-0.7717833216888549
53,0.4258337004763198
