week,score
1,0.7736693256804325
2,0.2636774616634634
3,-1.297141936087763
4,0.2747598036575407
5,0.5448572275632173
6,0.7337084417196679
7,-0.1127689038675645
8,0.5678449253627141
9,-0.2246600490889673
10,-0.553379587817631
11,0.3023044929077568
12,0.5421434667597397
13,1.7924635628559793
14,0.5097486023946448
15,2.5891367049793197
16,1.3263293431802785
17,0.6663661670711805
18,0.24881533649427956
19,-0.49693169675335075
20,-0.18371694417702888
21,-0.5852533376388297
22,-0.5776705334307269
23,0.13684823303945268
24,-0.689313110958316
25,-0.13586727510318083
26,0.2772254300965051
27,0.6290738400623085
28,0.07151566564576803
29,-1.000575466279764
30,0.2444840135865676
31,-1.0261517310358648
32,-1.0420663924863975
33,-0.6339179171458952
34,-0.7526883617605077
35,-0.35829717243162135
36,0.011750998847298669
37,-1.0234066218709787
38,-1.054212846943606
39,-0.9243132645540189
40,-1.4577221814542451
41,-0.15599811221057944
42,4.064634719832083
43,-0.35065941095391645
44,-0.8388893361112819
45,0.590057191615481
46,-0.3264157796027457
47,1.2940061904557862
48,-0.7520793414199726
49,-1.1093217606846415
50,-0.395926802571857
51,-1.122852967183558
52,0.22420148467753903
53,1.0383513348231743
