week,score
1,-1.0859602807663173
2,-0.6068151383018655
3,-0.09282070879697168
4,-0.16698312664236034
5,-0.05270912510442165
6,-0.6465204601288155
7,-0.8170366067467194
8,-0.6295547126442853
9,-0.7685427559260644
10,0.02322793537273785
11,0.007822916452097742
12,-0.047165863779559745
13,0.4384863899681086
14,0.8573555150722572
15,0.8299442730503798
16,0.5046084668468801
17,1.1179636966686093
18,1.041817523329689
19,0.2913162771730257
20,0.4928447432218714
21,0.602902577662558
22,0.968074434838402
23,0.5434723605020416
24,-0.02096859293261584
25,0.5209212888091884
26,0.4923254391402727
27,-0.3607357047739026
28,-0.5174772654269546
29,-0.47150590939585996
30,-0.3539427294061278
31,-0.7910177881500584
32,-0.6870008360713259
33,-0.6139551443309926
34,-0.9080752823904857
35,-1.0303878766000223
36,-1.0624024584092049
37,-0.7760643437320649
38,0.04967818084399204
39,-0.3389493424308818
40,-0.4665081065372117
41,-1.1746455773556892
42,-1.2188755776034395
43,-0.9102007846510782
44,-0.741074993276763
45,-0.7674176702874894
46,4.606006937025993
47,1.2691672996985675
48,1.7449179616944457
49,1.7929927192828807
50,0.6855617267771162
51,-0.21036323678395175
52,-0.9586645649648197
53,0.4129339009166891
