week,score
1,-0.8034019577831947
2,-0.0488817807899743
3,-0.05458408346292588
4,-0.09839975163475076
5,-0.1530983499645517
6,-0.3000298298816384
7,-0.9615881531973529
8,-0.456557835034304
9,0.8859000864104092
10,-0.1258917573472723
11,-0.7986324001724421
12,-1.1905953932163105
13,-0.811066508296831
14,0.14867433811249137
15,-0.006306341969105938
16,0.5946812554433029
17,0.1728549005082153
18,-1.5923856308442776
19,-0.2678826653647409
20,-0.6045979889880091
21,-0.8801122067129913
22,-0.03628658064020027
23,-0.06645918892312008
24,-0.4449109839294494
25,-0.47354949017032993
26,-0.2766886486687852
27,-2.2855594114088693
28,-1.2477586850752818
29,-1.3360162057512313
30,-0.11215609449913856
31,-0.6876769141711345
32,-0.33614199858335075
33,-0.45637123494329945
34,-0.27250422174305217
35,-0.8317765987250566
36,-0.7199155656185204
37,-0.17893201154000152
38,-0.43624717443012745
39,-0.0762887155802372
40,0.2270212764746124
41,0.6549230613584024
42,0.9003973466385582
43,0.7763816604073395
44,1.1591633508207837
45,1.3810955794837037
46,2.885131498273081
47,2.3794845216787333
48,2.6322544046414276
49,1.2964472211029112
50,1.2928470478147929
51,0.7842089563955432
52,0.2983522226750765
53,0.9594336308216674
